InvoiceNo,Store,ItemCategory,Price,Quantity,TotalAmount,Date,PaymentMethod,Discount_Percentage,Discount_Amount,Net_Sales_Amount,Effective_Discount_Per_Item,,
INV00752,Store A,Jeans,85.4,3,256.2,2021-10-26T18:41:07.9728430,Credit Card,10.00%,8.54,25.62,2.85,,
INV00636,Store C,Jackets,196.62,1,196.62,2021-10-26T18:41:07.9728430,Cash,15.00%,29.49,29.49,29.49,,
INV01158,Store A,Dresses,175.27,4,701.08,2021-10-26T18:41:07.9728430,Debit Card,15.00%,26.29,105.16,6.57,,
INV00371,Store C,Dresses,161.56,4,646.24,2021-10-27T18:41:07.9728430,Cash,15.00%,24.23,96.94,6.06,,
INV01097,Store A,T-Shirts,91.92,3,275.76,2021-10-27T18:41:07.9728430,Cash,10.00%,9.19,27.58,3.06,,
INV01613,Store A,T-Shirts,118.27,4,473.08,2021-10-27T18:41:07.9728430,Cash,12.00%,14.19,56.77,3.55,,
INV01329,Store B,Jeans,145.41,2,290.82,2021-10-27T18:41:07.9728430,Cash,12.00%,17.45,34.90,8.72,,
INV00383,Store C,Dresses,39.59,4,158.36,2021-10-27T18:41:07.9728430,Credit Card,10.00%,3.96,15.84,0.99,,
INV00460,Store B,Accessories,82.34,3,247.02,2021-10-27T18:41:07.9728430,Cash,10.00%,8.23,24.70,2.74,,
INV01719,Store A,Shoes,191.83,2,383.66,2021-10-27T18:41:07.9728430,Online Payment,15.00%,28.77,57.55,14.39,,
INV00145,Store C,T-Shirts,169.52,1,169.52,2021-10-27T18:41:07.9728430,Cash,15.00%,25.43,25.43,25.43,,
INV01505,Store C,Accessories,39.55,2,79.1,2021-10-27T18:41:07.9728430,Debit Card,10.00%,3.96,7.91,1.98,,
INV01330,Store B,Jackets,85.5,3,256.5,2021-10-28T18:41:07.9728430,Debit Card,10.00%,8.55,25.65,2.85,,
INV00916,Store C,Dresses,105.72,2,211.44,2021-10-28T18:41:07.9728430,Credit Card,12.00%,12.69,25.37,6.34,,
INV01300,Store B,Jeans,133.79,2,267.58,2021-10-28T18:41:07.9728430,Debit Card,12.00%,16.05,32.11,8.03,,
INV01558,Store B,Dresses,21.84,3,65.52,2021-10-28T18:41:07.9728430,Debit Card,10.00%,2.18,6.55,0.73,,
INV00946,Store B,T-Shirts,120.02,2,240.04,2021-10-28T18:41:07.9728430,Online Payment,12.00%,14.40,28.80,7.20,,
INV00614,Store B,Jackets,77.14,4,308.56,2021-10-28T18:41:07.9728430,Credit Card,10.00%,7.71,30.86,1.93,,
INV00858,Store C,Jeans,137.44,4,549.76,2021-10-28T18:41:07.9728430,Credit Card,12.00%,16.49,65.97,4.12,,
INV01993,Store A,Dresses,120.04,2,240.08,2021-10-28T18:41:07.9728430,Debit Card,12.00%,14.40,28.81,7.20,,
INV01231,Store B,Jeans,26.78,4,107.12,2021-10-28T18:41:07.9728430,Debit Card,10.00%,2.68,10.71,0.67,,
INV01266,Store C,Shoes,21.55,4,86.2,2021-10-28T18:41:07.9728430,Cash,10.00%,2.16,8.62,0.54,,
INV01835,Store B,Accessories,49.23,4,196.92,2021-10-28T18:41:07.9728430,Cash,10.00%,4.92,19.69,1.23,,
INV01835,Store C,Jackets,103.79,4,415.16,2021-10-29T18:41:07.9728430,Credit Card,12.00%,12.45,49.82,3.11,,
INV01300,Store A,Dresses,88.67,1,88.67,2021-10-29T18:41:07.9728430,Debit Card,10.00%,8.87,8.87,8.87,,
INV00139,Store A,Jeans,199.79,1,199.79,2021-10-29T18:41:07.9728430,Debit Card,15.00%,29.97,29.97,29.97,,
INV00553,Store A,Shoes,17.07,4,68.28,2021-10-29T18:41:07.9728430,Debit Card,10.00%,1.71,6.83,0.43,,
INV01499,Store B,T-Shirts,67.8,1,67.8,2021-10-30T18:41:07.9728430,Cash,10.00%,6.78,6.78,6.78,,
INV00939,Store C,Accessories,150.99,4,603.96,2021-10-30T18:41:07.9728430,Online Payment,15.00%,22.65,90.59,5.66,,
INV00127,Store B,Dresses,67.92,1,67.92,2021-10-30T18:41:07.9728430,Credit Card,10.00%,6.79,6.79,6.79,,
INV00364,Store B,Dresses,99.51,3,298.53,2021-10-30T18:41:07.9728430,Debit Card,10.00%,9.95,29.85,3.32,,
INV00610,Store B,T-Shirts,111.48,4,445.92,2021-10-30T18:41:07.9728430,Online Payment,12.00%,13.38,53.51,3.34,,
INV01131,Store A,Jeans,19.77,3,59.31,2021-10-30T18:41:07.9728430,Debit Card,10.00%,1.98,5.93,0.66,,
INV00825,Store C,T-Shirts,125.35,3,376.05,2021-10-30T18:41:07.9728430,Credit Card,12.00%,15.04,45.13,5.01,,
INV00763,Store C,Dresses,12.58,2,25.16,2021-10-31T18:41:07.9728430,Cash,10.00%,1.26,2.52,0.63,,
INV01414,Store A,Jeans,122.78,3,368.34,2021-10-31T18:41:07.9728430,Debit Card,12.00%,14.73,44.20,4.91,,
INV00340,Store A,Jeans,165.93,1,165.93,2021-10-31T18:41:07.9728430,Cash,15.00%,24.89,24.89,24.89,,
INV00288,Store C,Jeans,119.81,2,239.62,2021-10-31T18:41:07.9728430,Online Payment,12.00%,14.38,28.75,7.19,,
INV00611,Store C,Jeans,151.01,2,302.02,2021-10-31T18:41:07.9728430,Debit Card,15.00%,22.65,45.30,11.33,,
INV01341,Store C,Shoes,53.76,4,215.04,2021-10-31T18:41:07.9728430,Cash,10.00%,5.38,21.50,1.34,,
INV00435,Store C,T-Shirts,58.27,4,233.08,2021-10-31T18:41:07.9728430,Credit Card,10.00%,5.83,23.31,1.46,,
INV01295,Store B,T-Shirts,160.87,4,643.48,2021-10-31T18:41:07.9728430,Cash,15.00%,24.13,96.52,6.03,,
INV01158,Store B,Shoes,142.04,2,284.08,2021-10-31T18:41:07.9728430,Cash,12.00%,17.04,34.09,8.52,,
INV01678,Store A,T-Shirts,197.23,2,394.46,2021-11-01T18:41:07.9728430,Cash,15.00%,29.58,59.17,14.79,,
INV00205,Store A,Jeans,46.75,4,187,2021-11-01T18:41:07.9728430,Cash,10.00%,4.68,18.70,1.17,,
INV01960,Store B,Jeans,121.14,2,242.28,2021-11-01T18:41:07.9728430,Cash,12.00%,14.54,29.07,7.27,,
INV01530,Store B,T-Shirts,72.49,4,289.96,2021-11-01T18:41:07.9728430,Credit Card,10.00%,7.25,29.00,1.81,,
INV00247,Store C,Shoes,199.32,1,199.32,2021-11-02T18:41:07.9728430,Cash,15.00%,29.90,29.90,29.90,,
INV01123,Store B,Accessories,153.96,1,153.96,2021-11-02T18:41:07.9728430,Online Payment,15.00%,23.09,23.09,23.09,,
INV00817,Store A,Accessories,193.2,1,193.2,2021-11-02T18:41:07.9728430,Debit Card,15.00%,28.98,28.98,28.98,,
INV01807,Store B,Shoes,150.81,3,452.43,2021-11-02T18:41:07.9728430,Credit Card,15.00%,22.62,67.86,7.54,,
INV00732,Store B,T-Shirts,139.61,3,418.83,2021-11-03T18:41:07.9728430,Debit Card,12.00%,16.75,50.26,5.58,,
INV00978,Store C,Dresses,135.8,1,135.8,2021-11-03T18:41:07.9728430,Credit Card,12.00%,16.30,16.30,16.30,,
INV01150,Store C,Jackets,61.79,3,185.37,2021-11-03T18:41:07.9728430,Debit Card,10.00%,6.18,18.54,2.06,,
INV01888,Store C,T-Shirts,103.12,2,206.24,2021-11-03T18:41:07.9728430,Online Payment,12.00%,12.37,24.75,6.19,,
INV00184,Store C,Accessories,180.34,1,180.34,2021-11-03T18:41:07.9728430,Cash,15.00%,27.05,27.05,27.05,,
INV00638,Store A,T-Shirts,142.85,2,285.7,2021-11-03T18:41:07.9728430,Online Payment,12.00%,17.14,34.28,8.57,,
INV01718,Store A,Shoes,182.76,3,548.28,2021-11-03T18:41:07.9728430,Debit Card,15.00%,27.41,82.24,9.14,,
INV01773,Store A,T-Shirts,115.3,2,230.6,2021-11-03T18:41:07.9728430,Credit Card,12.00%,13.84,27.67,6.92,,
INV01452,Store A,Jackets,195.97,4,783.88,2021-11-03T18:41:07.9728430,Cash,15.00%,29.40,117.58,7.35,,
INV00141,Store A,Jeans,51.58,3,154.74,2021-11-04T18:41:07.9728430,Credit Card,10.00%,5.16,15.47,1.72,,
INV01649,Store B,Jeans,85.28,4,341.12,2021-11-04T18:41:07.9728430,Online Payment,10.00%,8.53,34.11,2.13,,
INV00838,Store B,Jackets,11.46,3,34.38,2021-11-04T18:41:07.9728430,Cash,10.00%,1.15,3.44,0.38,,
INV00763,Store B,Dresses,133.39,1,133.39,2021-11-04T18:41:07.9728430,Online Payment,12.00%,16.01,16.01,16.01,,
INV00994,Store C,Jeans,158.52,1,158.52,2021-11-04T18:41:07.9728430,Cash,15.00%,23.78,23.78,23.78,,
INV01194,Store C,T-Shirts,61.34,4,245.36,2021-11-04T18:41:07.9728430,Cash,10.00%,6.13,24.54,1.53,,
INV00270,Store A,Shoes,47.47,3,142.41,2021-11-04T18:41:07.9728430,Online Payment,10.00%,4.75,14.24,1.58,,
INV01495,Store C,Dresses,184.03,3,552.09,2021-11-04T18:41:07.9728430,Online Payment,15.00%,27.60,82.81,9.20,,
INV01652,Store B,Accessories,91.48,2,182.96,2021-11-04T18:41:07.9728430,Cash,10.00%,9.15,18.30,4.57,,
INV01666,Store B,Accessories,111.45,4,445.8,2021-11-04T18:41:07.9728430,Cash,12.00%,13.37,53.50,3.34,,
INV00899,Store C,Accessories,45.75,4,183,2021-11-05T18:41:07.9728430,Cash,10.00%,4.58,18.30,1.14,,
INV00791,Store B,Jeans,178.94,3,536.82,2021-11-05T18:41:07.9728430,Cash,15.00%,26.84,80.52,8.95,,
INV00716,Store A,Dresses,108.37,2,216.74,2021-11-05T18:41:07.9728430,Online Payment,12.00%,13.00,26.01,6.50,,
INV00940,Store C,Jackets,125.04,3,375.12,2021-11-05T18:41:07.9728430,Credit Card,12.00%,15.00,45.01,5.00,,
INV00887,Store C,Jackets,94.02,1,94.02,2021-11-05T18:41:07.9728430,Online Payment,10.00%,9.40,9.40,9.40,,
INV01170,Store C,Shoes,27.41,3,82.23,2021-11-05T18:41:07.9728430,Online Payment,10.00%,2.74,8.22,0.91,,
INV00909,Store B,Accessories,195.13,4,780.52,2021-11-05T18:41:07.9728430,Online Payment,15.00%,29.27,117.08,7.32,,
INV00430,Store A,Accessories,63.76,2,127.52,2021-11-05T18:41:07.9728430,Credit Card,10.00%,6.38,12.75,3.19,,
INV00594,Store B,Dresses,66.31,2,132.62,2021-11-05T18:41:07.9728430,Online Payment,10.00%,6.63,13.26,3.32,,
INV00187,Store B,Jeans,155.08,2,310.16,2021-11-06T18:41:07.9728430,Online Payment,15.00%,23.26,46.52,11.63,,
INV01402,Store A,Dresses,77.66,4,310.64,2021-11-06T18:41:07.9728430,Credit Card,10.00%,7.77,31.06,1.94,,
INV01914,Store A,Dresses,60.2,1,60.2,2021-11-06T18:41:07.9728430,Debit Card,10.00%,6.02,6.02,6.02,,
INV01114,Store B,Dresses,69.75,2,139.5,2021-11-06T18:41:07.9728430,Online Payment,10.00%,6.98,13.95,3.49,,
INV01781,Store C,Accessories,21.73,1,21.73,2021-11-06T18:41:07.9728430,Credit Card,10.00%,2.17,2.17,2.17,,
INV01393,Store C,T-Shirts,138.35,2,276.7,2021-11-06T18:41:07.9728430,Credit Card,12.00%,16.60,33.20,8.30,,
INV00938,Store B,T-Shirts,190.53,3,571.59,2021-11-06T18:41:07.9728430,Cash,15.00%,28.58,85.74,9.53,,
INV00299,Store A,Accessories,44.04,4,176.16,2021-11-06T18:41:07.9728430,Online Payment,10.00%,4.40,17.62,1.10,,
INV01988,Store B,Jackets,177.77,3,533.31,2021-11-07T18:41:07.9728430,Debit Card,15.00%,26.67,80.00,8.89,,
INV00740,Store C,T-Shirts,155.52,2,311.04,2021-11-07T18:41:07.9728430,Credit Card,15.00%,23.33,46.66,11.66,,
INV00595,Store A,Shoes,28.2,3,84.6,2021-11-07T18:41:07.9728430,Credit Card,10.00%,2.82,8.46,0.94,,
INV00525,Store C,Accessories,26.6,2,53.2,2021-11-07T18:41:07.9728430,Cash,10.00%,2.66,5.32,1.33,,
INV00096,Store B,Jeans,162.43,3,487.29,2021-11-07T18:41:07.9728430,Online Payment,15.00%,24.36,73.09,8.12,,
INV01877,Store C,Jackets,131.44,1,131.44,2021-11-07T18:41:07.9728430,Online Payment,12.00%,15.77,15.77,15.77,,
INV00471,Store A,Jackets,53.61,2,107.22,2021-11-07T18:41:07.9728430,Debit Card,10.00%,5.36,10.72,2.68,,
INV01598,Store C,Accessories,111.79,1,111.79,2021-11-07T18:41:07.9728430,Online Payment,12.00%,13.41,13.41,13.41,,
INV00649,Store B,Dresses,191.2,3,573.6,2021-11-07T18:41:07.9728430,Debit Card,15.00%,28.68,86.04,9.56,,
INV01036,Store A,Shoes,175.25,2,350.5,2021-11-08T18:41:07.9728430,Online Payment,15.00%,26.29,52.58,13.14,,
INV00797,Store A,Accessories,84.12,1,84.12,2021-11-08T18:41:07.9728430,Cash,10.00%,8.41,8.41,8.41,,
INV00902,Store A,Jeans,37.2,2,74.4,2021-11-08T18:41:07.9728430,Debit Card,10.00%,3.72,7.44,1.86,,
INV01572,Store C,Accessories,98.41,4,393.64,2021-11-08T18:41:07.9728430,Cash,10.00%,9.84,39.36,2.46,,
INV00002,Store A,Jackets,148.25,4,593,2021-11-08T18:41:07.9728430,Online Payment,12.00%,17.79,71.16,4.45,,
INV01144,Store B,Jackets,43.98,2,87.96,2021-11-08T18:41:07.9728430,Cash,10.00%,4.40,8.80,2.20,,
INV00363,Store A,Jackets,170.81,3,512.43,2021-11-08T18:41:07.9728430,Debit Card,15.00%,25.62,76.86,8.54,,
INV01449,Store C,Jeans,177.69,1,177.69,2021-11-08T18:41:07.9728430,Credit Card,15.00%,26.65,26.65,26.65,,
INV01896,Store B,Dresses,165.12,1,165.12,2021-11-08T18:41:07.9728430,Online Payment,15.00%,24.77,24.77,24.77,,
INV00992,Store B,Jeans,196.52,2,393.04,2021-11-08T18:41:07.9728430,Cash,15.00%,29.48,58.96,14.74,,
INV00853,Store B,Shoes,172.42,1,172.42,2021-11-08T18:41:07.9728430,Debit Card,15.00%,25.86,25.86,25.86,,
INV00521,Store B,Jackets,126.53,3,379.59,2021-11-09T18:41:07.9728430,Credit Card,12.00%,15.18,45.55,5.06,,
INV00295,Store C,Jeans,75.14,3,225.42,2021-11-09T18:41:07.9728430,Debit Card,10.00%,7.51,22.54,2.50,,
INV01297,Store B,Dresses,84.77,1,84.77,2021-11-09T18:41:07.9728430,Online Payment,10.00%,8.48,8.48,8.48,,
INV00618,Store C,Dresses,29.5,1,29.5,2021-11-09T18:41:07.9728430,Credit Card,10.00%,2.95,2.95,2.95,,
INV00776,Store C,Dresses,152.8,2,305.6,2021-11-09T18:41:07.9728430,Online Payment,15.00%,22.92,45.84,11.46,,
INV01831,Store B,Dresses,111.97,4,447.88,2021-11-09T18:41:07.9728430,Debit Card,12.00%,13.44,53.75,3.36,,
INV01461,Store A,Jeans,48.31,3,144.93,2021-11-09T18:41:07.9728430,Online Payment,10.00%,4.83,14.49,1.61,,
INV00201,Store B,Accessories,42.4,2,84.8,2021-11-09T18:41:07.9728430,Cash,10.00%,4.24,8.48,2.12,,
INV01381,Store C,Shoes,139.44,1,139.44,2021-11-09T18:41:07.9728430,Debit Card,12.00%,16.73,16.73,16.73,,
INV00011,Store C,Dresses,73.35,1,73.35,2021-11-09T18:41:07.9728430,Credit Card,10.00%,7.34,7.34,7.34,,
INV01555,Store B,Shoes,45.2,2,90.4,2021-11-09T18:41:07.9728430,Online Payment,10.00%,4.52,9.04,2.26,,
INV00781,Store A,Accessories,20.02,4,80.08,2021-11-09T18:41:07.9728430,Debit Card,10.00%,2.00,8.01,0.50,,
INV01879,Store B,Jackets,39.52,1,39.52,2021-11-10T18:41:07.9728430,Debit Card,10.00%,3.95,3.95,3.95,,
INV00981,Store A,Dresses,125.46,3,376.38,2021-11-10T18:41:07.9728430,Debit Card,12.00%,15.06,45.17,5.02,,
INV00315,Store B,Dresses,107.61,2,215.22,2021-11-10T18:41:07.9728430,Online Payment,12.00%,12.91,25.83,6.46,,
INV00869,Store B,Jackets,119,4,476,2021-11-10T18:41:07.9728430,Cash,12.00%,14.28,57.12,3.57,,
INV00056,Store C,T-Shirts,155.95,4,623.8,2021-11-10T18:41:07.9728430,Credit Card,15.00%,23.39,93.57,5.85,,
INV00729,Store A,Jeans,105.48,4,421.92,2021-11-11T18:41:07.9728430,Debit Card,12.00%,12.66,50.63,3.16,,
INV01111,Store B,Jackets,142.22,3,426.66,2021-11-11T18:41:07.9728430,Online Payment,12.00%,17.07,51.20,5.69,,
INV00695,Store C,Dresses,95.25,1,95.25,2021-11-11T18:41:07.9728430,Online Payment,10.00%,9.53,9.53,9.53,,
INV00517,Store B,Accessories,180.35,4,721.4,2021-11-11T18:41:07.9728430,Credit Card,15.00%,27.05,108.21,6.76,,
INV00918,Store C,Shoes,63.28,2,126.56,2021-11-11T18:41:07.9728430,Debit Card,10.00%,6.33,12.66,3.16,,
INV00375,Store C,T-Shirts,177.72,3,533.16,2021-11-11T18:41:07.9728430,Credit Card,15.00%,26.66,79.97,8.89,,
INV01807,Store B,Jackets,164.86,1,164.86,2021-11-11T18:41:07.9728430,Credit Card,15.00%,24.73,24.73,24.73,,
INV00129,Store A,Jackets,36.25,4,145,2021-11-11T18:41:07.9728430,Cash,10.00%,3.63,14.50,0.91,,
INV01823,Store B,Accessories,199,1,199,2021-11-11T18:41:07.9728430,Credit Card,15.00%,29.85,29.85,29.85,,
INV00260,Store B,Accessories,166.77,4,667.08,2021-11-11T18:41:07.9728430,Debit Card,15.00%,25.02,100.06,6.25,,
INV01506,Store B,Jeans,136.32,4,545.28,2021-11-11T18:41:07.9728430,Online Payment,12.00%,16.36,65.43,4.09,,
INV00993,Store C,Shoes,151.76,4,607.04,2021-11-11T18:41:07.9728430,Debit Card,15.00%,22.76,91.06,5.69,,
INV00416,Store A,Accessories,158,4,632,2021-11-12T18:41:07.9728430,Online Payment,15.00%,23.70,94.80,5.93,,
INV01383,Store C,Accessories,35.24,3,105.72,2021-11-12T18:41:07.9728430,Cash,10.00%,3.52,10.57,1.17,,
INV01706,Store B,Accessories,72.69,1,72.69,2021-11-12T18:41:07.9728430,Cash,10.00%,7.27,7.27,7.27,,
INV01597,Store A,Jeans,115.58,4,462.32,2021-11-12T18:41:07.9728430,Cash,12.00%,13.87,55.48,3.47,,
INV01323,Store A,Jackets,55.08,2,110.16,2021-11-12T18:41:07.9728430,Credit Card,10.00%,5.51,11.02,2.75,,
INV01013,Store B,Jackets,43.6,3,130.8,2021-11-13T18:41:07.9728430,Credit Card,10.00%,4.36,13.08,1.45,,
INV01808,Store A,Jackets,19.59,4,78.36,2021-11-13T18:41:07.9728430,Debit Card,10.00%,1.96,7.84,0.49,,
INV00227,Store A,Jeans,177.45,3,532.35,2021-11-13T18:41:07.9728430,Debit Card,15.00%,26.62,79.85,8.87,,
INV01013,Store A,Dresses,156.21,4,624.84,2021-11-13T18:41:07.9728430,Cash,15.00%,23.43,93.73,5.86,,
INV00280,Store B,Dresses,75.22,2,150.44,2021-11-13T18:41:07.9728430,Online Payment,10.00%,7.52,15.04,3.76,,
INV00948,Store B,Jeans,100.57,2,201.14,2021-11-13T18:41:07.9728430,Debit Card,12.00%,12.07,24.14,6.03,,
INV01022,Store C,Jeans,180.52,2,361.04,2021-11-13T18:41:07.9728430,Cash,15.00%,27.08,54.16,13.54,,
INV00969,Store A,Shoes,56.03,1,56.03,2021-11-13T18:41:07.9728430,Credit Card,10.00%,5.60,5.60,5.60,,
INV01696,Store A,Jeans,172.02,1,172.02,2021-11-13T18:41:07.9728430,Online Payment,15.00%,25.80,25.80,25.80,,
INV00891,Store A,Dresses,118.33,4,473.32,2021-11-13T18:41:07.9728430,Cash,12.00%,14.20,56.80,3.55,,
INV01179,Store C,Accessories,37.8,3,113.4,2021-11-13T18:41:07.9728430,Credit Card,10.00%,3.78,11.34,1.26,,
INV00525,Store A,T-Shirts,132.35,4,529.4,2021-11-13T18:41:07.9728430,Debit Card,12.00%,15.88,63.53,3.97,,
INV00495,Store B,Shoes,114.21,3,342.63,2021-11-14T18:41:07.9728430,Online Payment,12.00%,13.71,41.12,4.57,,
INV01356,Store A,Shoes,172.47,3,517.41,2021-11-14T18:41:07.9728430,Credit Card,15.00%,25.87,77.61,8.62,,
INV01521,Store A,Accessories,163.98,1,163.98,2021-11-14T18:41:07.9728430,Online Payment,15.00%,24.60,24.60,24.60,,
INV00089,Store C,Jeans,128.96,1,128.96,2021-11-14T18:41:07.9728430,Debit Card,12.00%,15.48,15.48,15.48,,
INV00177,Store C,Jeans,53.88,2,107.76,2021-11-14T18:41:07.9728430,Online Payment,10.00%,5.39,10.78,2.69,,
INV00623,Store C,Jackets,185.56,4,742.24,2021-11-14T18:41:07.9728430,Online Payment,15.00%,27.83,111.34,6.96,,
INV00478,Store B,T-Shirts,37.27,4,149.08,2021-11-14T18:41:07.9728430,Credit Card,10.00%,3.73,14.91,0.93,,
INV00137,Store B,Dresses,149.41,2,298.82,2021-11-14T18:41:07.9728430,Debit Card,12.00%,17.93,35.86,8.96,,
INV01844,Store C,Shoes,182.76,3,548.28,2021-11-14T18:41:07.9728430,Cash,15.00%,27.41,82.24,9.14,,
INV01126,Store A,T-Shirts,24.33,2,48.66,2021-11-14T18:41:07.9728430,Cash,10.00%,2.43,4.87,1.22,,
INV01851,Store A,Jackets,116.75,2,233.5,2021-11-14T18:41:07.9728430,Debit Card,12.00%,14.01,28.02,7.01,,
INV00188,Store A,Jeans,46.12,1,46.12,2021-11-15T18:41:07.9728430,Credit Card,10.00%,4.61,4.61,4.61,,
INV01357,Store A,Accessories,31.54,3,94.62,2021-11-15T18:41:07.9728430,Debit Card,10.00%,3.15,9.46,1.05,,
INV01417,Store C,T-Shirts,56.14,4,224.56,2021-11-15T18:41:07.9728430,Debit Card,10.00%,5.61,22.46,1.40,,
INV01933,Store A,T-Shirts,174.42,4,697.68,2021-11-16T18:41:07.9728430,Debit Card,15.00%,26.16,104.65,6.54,,
INV00491,Store C,Shoes,138.59,3,415.77,2021-11-16T18:41:07.9728430,Online Payment,12.00%,16.63,49.89,5.54,,
INV01185,Store A,Dresses,43.25,2,86.5,2021-11-16T18:41:07.9728430,Credit Card,10.00%,4.33,8.65,2.16,,
INV00595,Store B,Jeans,96.02,1,96.02,2021-11-16T18:41:07.9728430,Online Payment,10.00%,9.60,9.60,9.60,,
INV01301,Store B,T-Shirts,190.37,1,190.37,2021-11-16T18:41:07.9728430,Credit Card,15.00%,28.56,28.56,28.56,,
INV00718,Store C,Dresses,38.19,4,152.76,2021-11-16T18:41:07.9728430,Cash,10.00%,3.82,15.28,0.95,,
INV01562,Store B,Accessories,171.52,1,171.52,2021-11-16T18:41:07.9728430,Online Payment,15.00%,25.73,25.73,25.73,,
INV00228,Store A,Dresses,21.94,3,65.82,2021-11-16T18:41:07.9728430,Cash,10.00%,2.19,6.58,0.73,,
INV01121,Store A,Jackets,54.06,3,162.18,2021-11-16T18:41:07.9728430,Cash,10.00%,5.41,16.22,1.80,,
INV01573,Store C,Dresses,34.91,1,34.91,2021-11-16T18:41:07.9728430,Debit Card,10.00%,3.49,3.49,3.49,,
INV00866,Store B,Shoes,68.82,3,206.46,2021-11-17T18:41:07.9728430,Online Payment,10.00%,6.88,20.65,2.29,,
INV01338,Store A,Accessories,177.87,4,711.48,2021-11-17T18:41:07.9728430,Credit Card,15.00%,26.68,106.72,6.67,,
INV00172,Store B,T-Shirts,124.04,3,372.12,2021-11-17T18:41:07.9728430,Credit Card,12.00%,14.88,44.65,4.96,,
INV00988,Store C,Shoes,141.53,3,424.59,2021-11-17T18:41:07.9728430,Credit Card,12.00%,16.98,50.95,5.66,,
INV00137,Store B,Jeans,21.03,4,84.12,2021-11-17T18:41:07.9728430,Debit Card,10.00%,2.10,8.41,0.53,,
INV01582,Store B,T-Shirts,140.27,1,140.27,2021-11-17T18:41:07.9728430,Debit Card,12.00%,16.83,16.83,16.83,,
INV01507,Store A,Dresses,198.07,4,792.28,2021-11-17T18:41:07.9728430,Online Payment,15.00%,29.71,118.84,7.43,,
INV01579,Store C,Dresses,36.52,1,36.52,2021-11-17T18:41:07.9728430,Cash,10.00%,3.65,3.65,3.65,,
INV00187,Store A,Dresses,106.85,3,320.55,2021-11-17T18:41:07.9728430,Cash,12.00%,12.82,38.47,4.27,,
INV01367,Store A,Shoes,97.18,4,388.72,2021-11-18T18:41:07.9728430,Online Payment,10.00%,9.72,38.87,2.43,,
INV00162,Store A,Dresses,131,4,524,2021-11-18T18:41:07.9728430,Cash,12.00%,15.72,62.88,3.93,,
INV01154,Store B,Accessories,107.43,1,107.43,2021-11-18T18:41:07.9728430,Debit Card,12.00%,12.89,12.89,12.89,,
INV01212,Store A,Accessories,57.53,1,57.53,2021-11-18T18:41:07.9728430,Online Payment,10.00%,5.75,5.75,5.75,,
INV01213,Store B,Shoes,35.48,1,35.48,2021-11-18T18:41:07.9728430,Credit Card,10.00%,3.55,3.55,3.55,,
INV00639,Store B,Jeans,152.04,2,304.08,2021-11-18T18:41:07.9728430,Debit Card,15.00%,22.81,45.61,11.40,,
INV00726,Store C,T-Shirts,151.67,2,303.34,2021-11-18T18:41:07.9728430,Credit Card,15.00%,22.75,45.50,11.38,,
INV00182,Store B,Dresses,187.45,2,374.9,2021-11-19T18:41:07.9728430,Debit Card,15.00%,28.12,56.24,14.06,,
INV01625,Store A,Shoes,139.04,4,556.16,2021-11-19T18:41:07.9728430,Cash,12.00%,16.68,66.74,4.17,,
INV01764,Store A,Shoes,149.44,2,298.88,2021-11-19T18:41:07.9728430,Cash,12.00%,17.93,35.87,8.97,,
INV01016,Store A,Shoes,175.99,3,527.97,2021-11-19T18:41:07.9728430,Debit Card,15.00%,26.40,79.20,8.80,,
INV01291,Store A,Dresses,35.98,4,143.92,2021-11-19T18:41:07.9728430,Debit Card,10.00%,3.60,14.39,0.90,,
INV00924,Store A,Shoes,120.61,2,241.22,2021-11-20T18:41:07.9728430,Online Payment,12.00%,14.47,28.95,7.24,,
INV00378,Store C,T-Shirts,28.79,1,28.79,2021-11-20T18:41:07.9728430,Debit Card,10.00%,2.88,2.88,2.88,,
INV00096,Store C,Jackets,147.89,4,591.56,2021-11-20T18:41:07.9728430,Cash,12.00%,17.75,70.99,4.44,,
INV01725,Store C,T-Shirts,147.17,1,147.17,2021-11-20T18:41:07.9728430,Cash,12.00%,17.66,17.66,17.66,,
INV01680,Store A,T-Shirts,193.14,1,193.14,2021-11-20T18:41:07.9728430,Credit Card,15.00%,28.97,28.97,28.97,,
INV01233,Store A,Jackets,165.71,4,662.84,2021-11-20T18:41:07.9728430,Debit Card,15.00%,24.86,99.43,6.21,,
INV00192,Store A,Jeans,51.43,2,102.86,2021-11-20T18:41:07.9728430,Online Payment,10.00%,5.14,10.29,2.57,,
INV01261,Store A,Dresses,28.49,3,85.47,2021-11-20T18:41:07.9728430,Debit Card,10.00%,2.85,8.55,0.95,,
INV01526,Store B,T-Shirts,80.41,3,241.23,2021-11-20T18:41:07.9728430,Online Payment,10.00%,8.04,24.12,2.68,,
INV00856,Store C,Jackets,191.35,3,574.05,2021-11-20T18:41:07.9728430,Online Payment,15.00%,28.70,86.11,9.57,,
INV01959,Store B,Dresses,102.91,2,205.82,2021-11-21T18:41:07.9728430,Credit Card,12.00%,12.35,24.70,6.17,,
INV00181,Store B,Jackets,87.15,2,174.3,2021-11-21T18:41:07.9728430,Online Payment,10.00%,8.72,17.43,4.36,,
INV00661,Store C,Accessories,178.16,1,178.16,2021-11-21T18:41:07.9728430,Credit Card,15.00%,26.72,26.72,26.72,,
